市区町村,月,回収施設数合計,延べ宿泊者数,実宿泊者数,外国人延べ宿泊者数,外国人実宿泊者数,定員稼働率,利用客室数,客室稼働率
東京都品川区,5月,17,154330,94640,45301,17994,78.4,112668,83.4
東京都品川区,6月,19,171838,111314,51251,21794,70.3,127658,79.9
東京都品川区,7月,19,185301,112319,47744,20377,68.2,138971,79.0
東京都品川区,8月,19,185811,115988,34718,14042,71.8,138630,79.5
東京都品川区,9月,17,169061,118938,32595,13721,70.9,133432,84.3
東京都品川区,10月,17,180150,119913,45303,19940,80.8,135634,88.7
東京都品川区,11月,18,198672,121600,51332,19717,76.9,148081,88.9
東京都品川区,12月,18,201177,121867,51801,21773,75.4,144848,84.1
東京都墨田区,1月,13,69219,38028,31710,14939,64.3,41973,71.0
東京都墨田区,2月,10,55221,31342,25081,12226,73.2,33349,79.5
東京都墨田区,4月,14,84469,42592,48456,20624,70.7,49784,84.2
東京都墨田区,5月,12,75201,42745,40916,19718,64.4,44598,79.9
東京都墨田区,6月,11,68079,31877,41584,15103,65.5,38397,77.5
東京都墨田区,7月,14,68354,39123,39345,20040,62.0,38259,69.7
東京都墨田区,8月,13,66697,36860,36588,17265,64.0,36581,72.4
東京都墨田区,9月,12,62896,36179,29817,13775,61.8,37269,76.8
東京都墨田区,10月,12,68914,36939,35871,17423,72.0,43397,83.6
東京都墨田区,11月,13,88256,45515,43992,18389,70.0,51891,84.7
東京都墨田区,12月,14,79659,42605,38784,17539,68.9,46599,80.5
東京都大田区,1月,32,193821,144917,75374,54640,62.1,129118,78.9
東京都大田区,2月,32,165764,128086,63008,47479,62.0,117780,82.5
東京都大田区,3月,33,196409,146598,72799,51318,63.6,134278,79.8
東京都大田区,4月,35,214173,154211,94549,68517,68.0,146424,88.0
東京都大田区,5月,33,198330,144431,78407,50403,64.1,136598,83.3
東京都大田区,6月,30,165716,118231,59779,35849,58.6,118631,80.0
東京都大田区,7月,31,178328,131131,63791,40784,62.7,125091,82.1
東京都大田区,8月,28,169072,129744,49404,36065,64.1,116626,83.5
東京都大田区,9月,27,138583,105733,29379,22189,60.3,106183,86.8
東京都大田区,10月,28,164791,123963,50680,39270,66.7,117585,87.9
東京都大田区,11月,24,136841,102318,37154,28295,64.6,102289,90.7
東京都大田区,12月,30,183181,133882,63429,43556,66.0,125507,85.6
東京都新宿区,1月,38,507060,213286,355766,131518,73.8,259161,74.7
東京都新宿区,2月,35,431348,173702,295351,112552,77.8,223315,79.8
東京都新宿区,3月,32,439054,162949,318997,117815,76.0,219227,78.1
東京都新宿区,4月,40,535720,210079,419214,154675,80.9,279600,83.9
東京都新宿区,5月,37,506224,193734,384257,139439,80.9,261081,83.9
東京都新宿区,6月,37,483257,184931,352418,128024,79.3,243815,79.3
東京都新宿区,7月,31,319639,117427,185758,64155,76.7,152632,72.7
東京都新宿区,8月,33,445381,165564,292493,104492,78.1,219127,75.4
東京都新宿区,9月,30,385201,138617,246729,82623,80.8,195767,81.3
東京都新宿区,10月,27,258476,114020,198063,71772,71.1,151973,84.7
東京都新宿区,11月,26,243653,107804,183348,66724,71.6,141517,85.3
東京都新宿区,12月,30,381379,168459,288138,111744,74.5,215806,81.6
東京都江東区,1月,21,191203,109363,75886,35908,60.2,112226,74.6
東京都江東区,2月,22,210855,122397,75430,36142,66.0,130890,82.3
東京都江東区,3月,23,235547,135188,99994,45318,65.7,152550,84.5
東京都江東区,4月,20,198379,102168,99075,41015,71.3,124190,91.0
東京都江東区,5月,20,219203,132710,96034,45168,67.6,133725,84.3
東京都江東区,6月,19,199385,119000,90638,40511,65.1,122430,81.7
東京都江東区,7月,22,247240,137418,109178,45795,65.5,151698,79.7
東京都江東区,8月,20,193928,121796,49207,25589,72.0,119542,82.0
東京都江東区,9月,20,180103,105155,75878,32108,60.7,108102,81.8
東京都江東区,10月,18,212105,119554,92635,41850,68.5,127642,87.6
東京都江東区,11月,19,233426,144144,88869,40022,71.4,140776,89.0
東京都江東区,12月,21,239381,146194,85609,38417,70.1,139045,84.5
東京都渋谷区,1月,18,128965,59610,105991,42798,75.5,74658,77.7
東京都渋谷区,2月,19,144492,63209,116961,44043,77.6,85747,81.5
東京都渋谷区,3月,19,167926,69899,142121,51173,81.5,98409,84.5
東京都渋谷区,4月,16,160392,62797,144610,51254,87.2,90218,89.1
東京都渋谷区,5月,16,159837,60182,141996,47807,82.7,91007,85.2
東京都渋谷区,6月,17,156448,62690,137243,48937,82.8,89255,85.0
東京都渋谷区,7月,15,149393,59815,128920,45043,81.8,79556,77.6
東京都渋谷区,8月,17,154158,62191,128725,46635,81.7,87602,81.7
東京都渋谷区,9月,17,148529,58154,127566,43231,81.3,84917,81.9
東京都渋谷区,10月,16,138544,52671,122744,41889,85.8,79486,85.6
東京都渋谷区,11月,13,127364,55966,111639,45780,88.8,75979,91.5
東京都渋谷区,12月,17,162315,64476,139793,49426,85.8,93788,87.4
東京都港区,1月,64,649550,347323,384869,165716,58.1,383328,68.4
東京都港区,2月,63,603983,341593,340266,153673,58.7,382493,74.0
東京都港区,3月,60,710187,375361,439040,185968,63.5,428583,76.7
東京都港区,4月,66,774713,386357,519128,220891,69.3,469751,84.0
東京都港区,5月,57,682882,355125,432734,179278,65.2,416583,79.7
東京都港区,6月,67,711266,379884,427535,180305,61.8,431575,75.2
東京都港区,7月,59,678794,360654,404817,161652,60.1,409854,73.1
東京都港区,8月,60,694458,390668,400700,172271,62.5,399417,72.9
東京都港区,9月,56,644295,330004,397538,150898,61.3,410766,78.6
東京都港区,10月,53,692185,367565,453595,189252,65.9,436036,83.8
東京都港区,11月,56,688453,363624,418137,163679,64.9,435674,83.8
東京都港区,12月,60,731730,399410,425086,180704,65.8,436111,80.4
東京都豊島区,1月,26,166065,98834,100012,48958,58.9,107358,73.3
東京都豊島区,2月,25,155605,92393,86457,39838,63.3,97540,75.2
東京都豊島区,3月,20,157380,92380,97521,45901,64.6,99662,80.6
東京都豊島区,4月,26,183037,101119,113322,48674,63.4,111861,79.7
東京都豊島区,5月,24,167385,88981,107132,46230,59.1,109167,80.1
東京都豊島区,6月,23,154135,83702,91916,39694,59.6,105065,79.0
東京都豊島区,7月,22,106775,67901,56055,28930,58.0,71341,74.6
東京都豊島区,8月,20,100734,61450,48483,22013,59.6,68423,77.8
東京都豊島区,9月,19,113363,64318,52030,23379,62.3,69775,73.4
東京都豊島区,10月,20,117169,75456,61955,31207,64.5,82336,85.1
東京都豊島区,11月,19,107988,68542,55656,27403,64.5,74409,85.7
東京都豊島区,12月,22,131828,74658,77926,34715,62.3,84635,82.7
栃木県宇都宮市,1月,25,79826,66530,3426,2812,48.0,69969,71.5
栃木県宇都宮市,2月,23,79863,66110,3681,2679,54.0,68794,78.8
栃木県宇都宮市,3月,25,92288,76996,4316,3269,56.8,78945,81.5
栃木県宇都宮市,4月,23,86222,70144,4113,3020,58.6,71093,82.1
栃木県宇都宮市,5月,25,107096,87242,4615,2390,61.0,84377,78.4
栃木県宇都宮市,6月,23,84000,68754,2723,1997,55.0,73887,80.1
栃木県宇都宮市,7月,23,84703,69390,2630,1687,59.5,72733,79.4
栃木県宇都宮市,8月,21,84289,67791,1640,1193,63.4,67510,80.8
栃木県宇都宮市,9月,22,77497,64762,4354,2890,57.5,65768,75.8
栃木県宇都宮市,10月,23,87185,73334,5865,4949,59.7,75475,86.7
栃木県宇都宮市,11月,23,86119,72636,5963,4714,59.8,73019,85.2
栃木県宇都宮市,12月,24,92547,79536,2896,2235,57.8,77758,77.3
栃木県小山市,1月,10,16577,14342,166,119,42.7,15061,62.6
栃木県小山市,8月,10,19180,16743,394,337,48.9,17540,72.9
栃木県小山市,10月,10,19933,18154,213,180,50.8,18047,75.0
栃木県日光市,1月,65,117056,107731,8018,6526,27.6,49352,47.3
栃木県日光市,2月,64,108124,97840,7795,6429,29.2,49996,53.8
栃木県日光市,3月,60,135019,122993,9366,7422,38.0,54476,60.4
栃木県日光市,4月,59,112734,103360,13563,10152,34.4,48255,58.8
栃木県日光市,5月,58,141772,129523,10524,7803,40.4,57590,64.8
栃木県日光市,6月,60,128475,117096,7263,5711,37.9,51348,60.0
栃木県日光市,7月,53,116450,104944,4915,3554,38.3,45942,60.5
栃木県日光市,8月,58,160212,141878,5680,4137,50.9,57470,71.3
栃木県日光市,9月,56,125077,115151,7388,5438,41.6,49862,65.1
栃木県日光市,10月,53,161454,148746,17342,12932,47.8,64873,76.8
栃木県日光市,11月,57,162286,151393,17832,13425,47.2,64670,76.3
栃木県日光市,12月,50,129580,121891,8937,7049,33.9,52434,57.2
栃木県那須塩原市,1月,23,31158,24291,1104,892,33.4,21503,54.4
栃木県那須塩原市,2月,21,28247,21328,375,222,41.6,19567,61.1
栃木県那須塩原市,3月,20,32183,26080,1126,654,45.2,20065,62.4
栃木県那須塩原市,4月,21,47478,32706,1130,532,48.7,24160,65.5
栃木県那須塩原市,5月,19,39199,30961,475,287,40.4,22564,62.2
栃木県那須塩原市,6月,18,38545,29266,1119,449,41.9,21517,61.6
栃木県那須塩原市,7月,18,41837,31455,1108,398,45.5,23916,69.7
栃木県那須塩原市,8月,20,63375,48027,898,181,63.9,27314,72.9
栃木県那須塩原市,9月,19,47271,37503,815,423,48.1,26199,72.4
栃木県那須塩原市,10月,21,56247,45114,1513,1002,51.2,30669,72.2
栃木県那須塩原市,11月,21,52675,43398,1627,1205,51.3,28928,76.8
栃木県那須塩原市,12月,20,41910,33966,704,561,39.8,20674,53.3
栃木県那須郡那須町,1月,45,50091,43441,814,689,26.9,18418,36.0
栃木県那須郡那須町,2月,46,52955,48182,871,797,28.6,20841,41.5
栃木県那須郡那須町,3月,40,85473,76752,487,415,47.1,29931,60.8
栃木県那須郡那須町,4月,48,75520,67783,1018,657,38.2,28104,50.5
栃木県那須郡那須町,5月,41,73236,63659,386,237,40.4,27698,53.3
栃木県那須郡那須町,6月,43,63622,57049,632,521,36.0,25323,50.2
栃木県那須郡那須町,7月,52,99235,85393,1086,735,46.1,37653,62.4
栃木県那須郡那須町,8月,49,131929,110652,435,284,64.0,43151,74.9
栃木県那須郡那須町,9月,51,91431,82469,418,313,45.5,35911,63.7
栃木県那須郡那須町,10月,38,80757,72806,851,610,45.4,30895,61.9
栃木県那須郡那須町,11月,36,80109,72003,864,674,47.1,30294,66.0
栃木県那須郡那須町,12月,35,57462,52772,364,313,33.5,20829,45.0
沖縄県名護市,4月,10,211,134,22,15,8.8,39,7.2
沖縄県国頭郡今帰仁村,4月,10,429,263,159,77,20.4,80,22.2
沖縄県国頭郡恩納村,1月,13,82240,43915,20459,9360,41.6,36432,59.8
沖縄県国頭郡恩納村,2月,15,84535,45343,15565,6909,46.1,39763,70.4
沖縄県国頭郡恩納村,3月,15,87149,46125,14770,7142,48.6,37568,66.5
沖縄県国頭郡恩納村,4月,11,105176,58925,23693,10367,52.3,45060,71.5
沖縄県国頭郡恩納村,5月,12,79165,43308,24285,9310,48.7,33910,66.9
沖縄県国頭郡恩納村,6月,12,77930,38298,25822,10607,49.5,31935,65.1
沖縄県国頭郡恩納村,7月,14,140511,70894,23866,10037,61.4,53777,75.1
沖縄県国頭郡恩納村,8月,12,148153,75020,23195,10328,69.8,51400,77.2
沖縄県国頭郡恩納村,9月,11,83141,44914,20462,9570,53.1,35193,71.9
沖縄県国頭郡恩納村,10月,10,113724,58869,26116,11177,60.9,48300,80.1
沖縄県国頭郡恩納村,12月,12,72423,44187,16385,8416,40.6,30160,54.3
沖縄県国頭郡本部町,4月,12,353,157,123,67,16.3,125,23.1
沖縄県国頭郡本部町,5月,10,146,110,53,26,7.8,34,7.8
沖縄県国頭郡本部町,6月,10,102,74,24,16,5.7,25,6.0
沖縄県宮古島市,1月,32,48365,35410,4207,2500,37.2,26977,50.7
沖縄県宮古島市,2月,33,56079,37054,2913,1555,47.5,30107,61.8
沖縄県宮古島市,3月,32,65478,44364,3064,1968,51.0,34023,63.8
沖縄県宮古島市,4月,32,51370,35447,3285,1874,48.4,27476,62.7
沖縄県宮古島市,5月,32,52725,35135,4658,3237,47.7,26679,57.3
沖縄県宮古島市,6月,31,50481,34136,3663,2576,46.7,27047,60.0
沖縄県宮古島市,7月,32,47038,29200,2856,2053,52.8,24567,62.5
沖縄県宮古島市,8月,26,67293,44840,5738,4139,59.9,28761,65.0
沖縄県宮古島市,9月,26,51890,26461,5841,2841,57.6,24336,63.4
沖縄県宮古島市,10月,31,58589,42075,6262,5067,53.6,29751,68.0
沖縄県宮古島市,11月,37,49397,25743,3169,1775,43.8,24828,53.3
沖縄県宮古島市,12月,36,48928,28125,3096,1729,34.6,21635,38.3
沖縄県石垣市,1月,43,45435,24775,1037,543,28.4,21643,41.3
沖縄県石垣市,2月,43,49443,27413,1167,553,33.8,25452,53.0
沖縄県石垣市,3月,43,75609,39933,1746,975,49.7,37072,68.2
沖縄県石垣市,4月,44,75949,41570,7191,3244,45.1,39993,71.5
沖縄県石垣市,5月,45,71538,38807,7990,3782,45.3,36874,65.7
沖縄県石垣市,6月,42,77768,46333,7533,3803,51.2,35689,66.3
沖縄県石垣市,7月,30,91291,49564,9034,4284,57.1,40712,73.6
沖縄県石垣市,8月,32,104584,52416,13296,5608,61.1,43102,75.8
沖縄県石垣市,9月,31,79424,46543,11820,4983,48.0,40338,73.5
沖縄県石垣市,10月,29,83662,47729,15811,7708,50.5,43531,78.5
沖縄県石垣市,11月,30,74285,40351,7427,3156,45.5,35793,66.4
沖縄県石垣市,12月,30,59303,33135,5104,2946,35.2,30654,54.7
沖縄県那覇市,1月,52,267916,167689,69597,40090,49.0,164261,66.1
沖縄県那覇市,2月,49,275403,166170,58186,31310,58.9,171853,81.3
沖縄県那覇市,3月,45,279538,169422,57243,31021,59.2,169468,77.4
沖縄県那覇市,4月,54,290330,186300,77825,42833,53.1,178218,71.8
沖縄県那覇市,5月,49,256176,169237,67519,38900,50.8,159375,69.8
沖縄県那覇市,6月,47,249222,167926,77116,48005,52.1,157970,73.2
沖縄県那覇市,7月,47,265570,167057,74006,39107,56.2,162399,75.2
沖縄県那覇市,8月,44,278786,173178,86526,45909,63.5,151499,76.4
沖縄県那覇市,9月,41,230719,145850,65692,33062,56.9,141898,76.8
沖縄県那覇市,10月,42,234209,153586,66461,35932,59.4,145710,81.5
沖縄県那覇市,11月,46,251535,167124,63167,34163,57.4,160357,79.6
沖縄県那覇市,12月,44,242235,154413,62260,35604,55.8,149664,74.6
滋賀県大津市,1月,24,60944,52215,11192,8877,28.1,28904,50.3
滋賀県大津市,2月,24,57652,49459,10372,8164,29.4,28523,54.9
滋賀県大津市,3月,22,75821,63482,13172,9852,37.1,33360,62.4
滋賀県大津市,4月,23,85350,68086,20411,14706,40.8,41084,74.3
滋賀県大津市,5月,22,85766,72065,11918,9437,40.4,35183,62.3
滋賀県大津市,6月,22,62145,53346,9474,6938,30.4,31869,62.0
滋賀県大津市,7月,22,67085,57109,8218,6134,31.7,31373,59.1
滋賀県大津市,8月,21,89496,76721,6886,5055,43.1,34736,69.2
滋賀県大津市,9月,21,67899,50649,6428,4999,40.3,33998,74.1
滋賀県大津市,10月,23,98292,78328,12250,9031,45.5,45582,79.7
滋賀県大津市,11月,24,95980,82104,17292,12640,43.9,46939,80.1
滋賀県大津市,12月,23,78466,67492,13001,10041,36.3,42291,74.0
滋賀県彦根市,1月,10,16037,13815,851,597,40.1,13235,50.6
滋賀県彦根市,4月,10,24722,20390,2171,1748,63.8,19645,77.7
滋賀県彦根市,5月,12,26354,20741,1599,1103,55.5,20064,66.5
滋賀県彦根市,6月,11,15488,10928,819,439,41.8,12356,56.7
滋賀県彦根市,7月,12,20915,17788,1136,678,44.1,19307,64.0
滋賀県彦根市,8月,10,20342,17699,490,419,59.6,13232,69.6
滋賀県彦根市,9月,10,22247,17183,989,607,57.4,18175,74.1
滋賀県長浜市,1月,12,19299,18795,1287,1269,31.2,10444,47.0
滋賀県長浜市,2月,13,19965,18390,1121,1071,32.8,11486,50.4
滋賀県長浜市,3月,13,30786,28903,1330,1300,45.6,16181,64.1
滋賀県長浜市,4月,11,24721,24296,2315,2309,42.6,14324,68.1
滋賀県長浜市,5月,11,25954,25442,2203,2202,43.2,14798,68.1
滋賀県長浜市,6月,11,20568,20225,1127,1113,35.4,12395,58.9
滋賀県長浜市,7月,11,25880,25404,872,852,43.1,13832,63.7
滋賀県長浜市,8月,10,36014,35309,778,699,64.3,15638,79.6
滋賀県長浜市,9月,10,24843,24392,880,869,45.9,14054,73.9
滋賀県長浜市,10月,11,30918,30139,1776,1694,51.5,16694,76.8
滋賀県長浜市,11月,11,28394,27765,2735,2703,48.9,16019,76.2
滋賀県長浜市,12月,10,24627,24123,2254,2223,42.6,13883,65.5
滋賀県高島市,1月,11,17141,11400,99,78,29.3,6170,44.2
滋賀県高島市,2月,20,16526,11455,95,79,27.8,6199,42.7
滋賀県高島市,3月,20,26252,19709,333,289,41.0,9849,58.1
滋賀県高島市,5月,11,24247,17443,217,154,42.9,8382,60.0
滋賀県高島市,7月,10,27469,19168,138,95,44.7,10094,66.6
滋賀県高島市,8月,20,33313,24964,171,114,52.1,10839,67.2
滋賀県高島市,11月,10,17812,16056,240,236,32.0,8147,61.2
滋賀県高島市,12月,10,19518,13834,179,118,34.7,8445,60.7
熊本県上天草市,1月,10,7973,7834,896,891,21.3,3200,37.5
熊本県上天草市,2月,10,8902,8757,776,758,26.3,3758,48.8
熊本県上天草市,5月,10,10750,10510,396,380,29.7,4459,52.9
熊本県天草市,1月,24,11281,9221,200,173,22.1,8213,44.8
熊本県天草市,2月,25,12132,9865,227,202,26.1,8633,51.6
熊本県天草市,3月,26,16159,13020,361,305,30.4,11451,60.5
熊本県天草市,4月,15,13726,10459,315,238,31.4,9946,60.2
熊本県天草市,5月,24,16138,12466,309,252,31.5,11206,60.7
熊本県天草市,6月,24,10302,8391,142,134,20.8,7913,44.3
熊本県天草市,7月,26,14403,12332,153,134,29.0,10226,58.2
熊本県天草市,8月,25,16285,13047,93,81,38.1,10697,64.0
熊本県天草市,9月,13,11828,9874,133,112,31.2,8428,57.5
熊本県天草市,10月,24,16530,13255,459,388,34.3,11577,63.0
熊本県天草市,11月,16,17015,14746,292,269,38.2,11109,66.7
熊本県天草市,12月,14,14717,12069,336,318,34.0,10265,63.0
熊本県山鹿市,12月,10,7592,7170,252,230,24.3,3360,46.7
熊本県熊本市,1月,37,140556,112040,41427,28805,55.6,98314,65.1
熊本県熊本市,2月,34,139283,111263,37589,26614,63.6,99294,76.6
熊本県熊本市,3月,36,165295,127941,47772,29287,65.8,114468,78.2
熊本県熊本市,4月,37,144602,110730,43817,25944,59.5,103085,71.4
熊本県熊本市,5月,39,162948,129887,43951,29989,61.3,117190,73.7
熊本県熊本市,6月,38,133649,100075,36575,23880,53.6,100252,68.3
熊本県熊本市,7月,41,158335,121931,38873,27353,55.3,114345,68.1
熊本県熊本市,8月,35,150706,113049,36902,22656,62.5,104896,72.6
熊本県熊本市,9月,39,154253,120154,34714,23542,58.8,114120,74.6
熊本県熊本市,10月,37,188534,149376,50284,33914,65.3,131828,79.6
熊本県熊本市,11月,38,177290,139306,48339,32441,66.8,126172,81.2
熊本県熊本市,12月,38,154991,122539,41712,29751,59.8,114803,76.0
熊本県阿蘇市,1月,15,28228,25791,11712,10332,29.7,12728,39.8
熊本県阿蘇市,2月,14,26632,23970,12463,10553,37.8,13528,60.2
熊本県阿蘇市,3月,14,47562,43289,17028,14394,51.0,20630,66.7
熊本県阿蘇市,4月,14,47992,42257,20656,16639,46.7,21074,64.4
熊本県阿蘇市,5月,14,32513,28363,12602,10170,41.5,14977,59.9
熊本県阿蘇市,6月,14,26962,23469,10976,8471,30.8,13425,51.3
熊本県阿蘇市,7月,14,39259,36428,11230,10317,37.0,16296,48.2
熊本県阿蘇市,8月,13,49450,45277,10792,9103,55.8,18482,63.2
熊本県阿蘇市,9月,14,40051,33387,14110,11924,40.2,19242,60.7
熊本県阿蘇市,10月,12,45601,41077,18588,15438,52.2,20435,70.6
熊本県阿蘇市,12月,12,44097,40885,18248,16140,45.6,18929,64.3
熊本県阿蘇郡南小国町,1月,17,17757,16994,7248,6755,51.4,7652,77.1
熊本県阿蘇郡南小国町,2月,16,13429,12685,4635,4203,49.4,5976,79.0
熊本県阿蘇郡南小国町,3月,14,14579,13955,3415,3142,57.0,6401,87.5
熊本県阿蘇郡南小国町,4月,18,15901,14765,5418,4723,50.7,7055,81.4
熊本県阿蘇郡南小国町,5月,18,16080,15143,4278,3869,49.6,7264,81.1
熊本県阿蘇郡南小国町,6月,17,14351,13646,3669,3399,43.3,6365,67.1
熊本県阿蘇郡南小国町,7月,17,11951,11026,2351,1960,38.4,5152,60.0
熊本県阿蘇郡南小国町,8月,14,11153,10538,2377,2154,43.9,5243,71.7
熊本県阿蘇郡南小国町,9月,13,11162,10455,3214,2880,46.7,5171,75.6
熊本県阿蘇郡南小国町,10月,10,10629,10184,4091,3797,57.3,4763,86.8
熊本県阿蘇郡南小国町,11月,10,11733,10555,4837,4072,54.5,5319,87.8
熊本県阿蘇郡南小国町,12月,13,11581,10146,4831,4075,41.0,5545,73.0
石川県七尾市,1月,11,4532,3969,191,164,4.4,2511,9.9
石川県七尾市,2月,10,5058,3680,48,48,5.7,2967,14.6
石川県七尾市,3月,11,7576,5633,18,13,7.7,4881,21.3
石川県七尾市,4月,14,12466,10952,87,87,10.1,8267,26.0
石川県七尾市,5月,14,13274,12167,94,87,10.4,8721,26.6
石川県七尾市,6月,13,15003,13350,55,45,13.2,10649,36.0
石川県七尾市,7月,12,11365,10446,60,54,9.8,8053,26.3
石川県七尾市,10月,11,13212,12506,69,54,12.9,8877,32.5
石川県七尾市,11月,10,5729,5359,99,99,6.4,1665,7.1
石川県七尾市,12月,12,13435,11655,201,127,11.6,8672,28.3
石川県加賀市,1月,25,47785,43705,5443,5195,23.7,18425,35.5
石川県加賀市,2月,22,31864,27162,3069,2470,20.3,12802,31.3
石川県加賀市,3月,22,43724,36674,3768,2974,28.3,18871,46.7
石川県加賀市,4月,26,46859,39190,6235,4856,24.6,21950,45.9
石川県加賀市,5月,23,41677,34680,4470,3148,23.5,18880,43.3
石川県加賀市,6月,23,30220,24543,2751,1905,19.7,14127,35.6
石川県加賀市,7月,24,38339,30928,1394,903,22.0,15688,34.2
石川県加賀市,8月,21,60654,51307,1246,822,36.3,21655,49.9
石川県加賀市,9月,23,40338,34263,3210,2124,26.6,18701,47.9
石川県加賀市,10月,22,46322,37808,4569,3400,30.5,21712,55.9
石川県加賀市,11月,22,56139,47409,4694,3823,35.3,22579,54.5
石川県加賀市,12月,22,48502,42748,3493,2960,29.5,18917,44.2
石川県金沢市,1月,70,224814,157370,69215,44600,42.4,145742,54.1
石川県金沢市,2月,59,228679,163852,58549,39424,47.8,150928,61.9
石川県金沢市,3月,68,283653,209618,64349,42420,56.5,187225,69.3
石川県金沢市,4月,58,316884,238138,120627,84492,63.0,197430,75.5
石川県金沢市,5月,60,336340,241426,101434,69652,63.9,211851,76.2
石川県金沢市,6月,57,244260,176663,60604,39622,49.4,169256,64.7
石川県金沢市,7月,56,257040,188365,54205,36852,49.9,183954,66.9
石川県金沢市,8月,54,287156,218495,54538,37948,61.7,178870,72.0
石川県金沢市,9月,63,245167,184484,54556,35675,57.7,162278,73.2
石川県金沢市,10月,66,323918,235954,110301,73820,66.2,204573,81.9
石川県金沢市,11月,57,334751,239950,105419,70592,69.3,212653,86.1
石川県金沢市,12月,67,300600,216888,71984,47346,54.8,196585,69.1
神奈川県川崎市,1月,26,100155,74742,20562,13558,55.8,81022,72.7
神奈川県川崎市,2月,26,95384,67763,17566,10056,58.8,78040,77.5
神奈川県川崎市,3月,23,101013,68226,21445,10907,62.4,78125,80.4
神奈川県川崎市,4月,26,105434,67624,26771,13344,62.9,84112,84.7
神奈川県川崎市,5月,23,89973,62035,16520,8733,58.4,73222,78.1
神奈川県川崎市,6月,24,90465,62980,18144,10102,56.2,72554,75.6
神奈川県川崎市,7月,23,86016,65447,17111,11012,57.7,68402,74.7
神奈川県川崎市,8月,23,92165,66649,16991,9849,59.1,69008,74.6
神奈川県川崎市,9月,20,75809,56290,13852,9048,58.2,61995,80.4
神奈川県川崎市,10月,22,99623,75812,25253,17070,64.3,78864,86.2
神奈川県川崎市,11月,18,71143,49942,12037,6005,62.6,59128,86.0
神奈川県川崎市,12月,20,85840,62509,17610,9924,60.4,63572,78.2
神奈川県横浜市,1月,76,435079,322116,82728,48863,36.2,283408,68.1
神奈川県横浜市,2月,69,378782,299159,65835,45888,47.7,257302,77.1
神奈川県横浜市,3月,73,476700,341595,93577,55479,46.0,306279,79.3
神奈川県横浜市,4月,73,448895,314889,118543,74646,39.8,298009,79.2
神奈川県横浜市,5月,67,392727,286845,88630,53316,41.3,261352,78.4
神奈川県横浜市,6月,69,371732,284861,75435,48671,39.4,246673,73.2
神奈川県横浜市,7月,65,361850,279815,70565,46081,39.5,241160,73.0
神奈川県横浜市,8月,63,398216,303007,83139,50607,44.3,248922,78.2
神奈川県横浜市,9月,62,341139,250337,80158,47380,39.4,231140,74.7
神奈川県横浜市,10月,61,391702,288370,108678,62936,39.3,258871,81.5
神奈川県横浜市,11月,61,372823,291586,81091,53589,43.5,250883,82.7
神奈川県横浜市,12月,66,420295,330222,77498,55157,40.6,271496,79.5
神奈川県相模原市,1月,14,23630,14117,4306,1251,50.6,19108,64.8
神奈川県相模原市,2月,12,17491,11852,1468,840,49.2,14295,68.3
神奈川県相模原市,3月,12,24728,17649,2247,1445,59.6,18894,74.3
神奈川県相模原市,4月,14,25737,18630,2695,1926,54.1,21481,76.3
神奈川県相模原市,5月,15,29563,21542,3367,2313,54.8,24645,74.4
神奈川県相模原市,6月,14,25244,19198,1906,876,52.5,21041,74.1
神奈川県相模原市,7月,13,24612,19144,3276,2058,58.7,18950,74.5
神奈川県相模原市,8月,12,25336,20536,1673,645,63.5,18181,77.6
神奈川県相模原市,9月,14,26327,21886,3025,1630,58.2,21871,76.7
神奈川県相模原市,10月,14,27708,23220,2612,1273,59.3,22532,76.4
神奈川県相模原市,11月,13,28416,24604,2739,1707,63.4,22832,80.1
神奈川県相模原市,12月,13,28269,24330,1770,767,62.4,22666,77.5
神奈川県藤沢市,1月,13,38544,31818,3876,3160,60.4,29398,80.0
神奈川県藤沢市,2月,15,42194,35121,5303,4243,67.8,32427,87.1
神奈川県藤沢市,3月,12,41525,33863,5377,4449,67.9,30902,88.5
神奈川県藤沢市,4月,15,49585,41571,8923,7073,75.7,35894,91.8
神奈川県藤沢市,5月,13,38941,32812,7923,5873,66.4,29354,86.3
神奈川県藤沢市,6月,14,43711,37261,7479,6145,67.0,33960,86.9
神奈川県藤沢市,7月,13,41997,35932,7823,5936,67.7,31446,85.6
神奈川県藤沢市,8月,11,35034,31172,4846,4132,74.5,24804,88.8
神奈川県藤沢市,9月,11,26413,23523,4499,3800,64.8,20038,83.0
神奈川県藤沢市,10月,14,36136,32480,6363,5510,63.4,27420,85.9
神奈川県藤沢市,11月,12,34409,30900,4853,4100,66.1,26038,86.3
神奈川県藤沢市,12月,14,35264,31606,3658,3110,61.8,26644,83.4
神奈川県足柄下郡湯河原町,4月,14,23660,22697,635,589,35.6,9861,62.1
神奈川県足柄下郡湯河原町,5月,12,22724,22148,369,347,37.7,9188,63.3
神奈川県足柄下郡湯河原町,6月,11,8423,7793,345,341,20.7,4036,44.3
神奈川県足柄下郡湯河原町,7月,13,19604,18228,209,191,32.7,8266,54.9
神奈川県足柄下郡湯河原町,8月,12,11117,10415,343,329,33.5,4601,54.8
神奈川県足柄下郡湯河原町,9月,11,8663,7406,136,107,25.6,4013,52.5
神奈川県足柄下郡湯河原町,10月,10,9514,8642,386,354,27.8,4174,52.8
