市区町村,月,回収施設数合計,延べ宿泊者数,実宿泊者数,外国人延べ宿泊者数,外国人実宿泊者数,定員稼働率,利用客室数,客室稼働率
長野県下高井郡山ノ内町,3月,17,46648,31482,6805,2808,30.6,17442,40.0
長野県下高井郡山ノ内町,4月,17,15271,11413,3506,2416,9.7,7649,17.3
長野県下高井郡山ノ内町,5月,17,13084,11487,2175,1888,8.5,5838,13.4
長野県下高井郡山ノ内町,6月,17,11026,9436,934,794,6.9,5753,12.7
長野県下高井郡山ノ内町,7月,14,14605,9813,367,336,15.0,6534,28.1
長野県下高井郡山ノ内町,8月,15,29973,19300,797,580,26.1,11314,41.1
長野県下高井郡山ノ内町,9月,17,12967,9911,548,367,12.6,6647,26.7
長野県下高井郡山ノ内町,10月,17,15830,12493,3379,1285,10.4,7356,17.1
長野県下高井郡山ノ内町,11月,16,10717,9963,1125,796,7.9,4839,12.1
長野県下高井郡山ノ内町,12月,16,39530,22519,14035,5577,26.6,15295,36.5
長野県下高井郡野沢温泉村,1月,15,4251,2021,1620,572,37.6,1147,38.5
長野県下高井郡野沢温泉村,2月,14,3160,1797,696,406,35.8,1187,50.5
長野県下高井郡野沢温泉村,3月,15,2709,1358,760,276,23.9,770,25.9
長野県下高井郡野沢温泉村,4月,13,551,351,41,29,6.1,216,8.7
長野県下高井郡野沢温泉村,5月,14,427,296,0,0,3.8,157,5.3
長野県下高井郡野沢温泉村,6月,14,121,111,0,0,1.2,55,2.1
長野県下高井郡野沢温泉村,7月,13,481,297,0,0,5.1,178,7.2
長野県下高井郡野沢温泉村,8月,14,767,369,0,0,8.1,291,11.7
長野県下高井郡野沢温泉村,9月,15,167,137,0,0,1.5,63,2.2
長野県下高井郡野沢温泉村,10月,11,118,94,3,3,1.6,56,2.8
長野県下高井郡野沢温泉村,11月,14,84,72,0,0,0.9,36,1.4
長野県下高井郡野沢温泉村,12月,11,1215,616,642,344,15.0,456,21.0
長野県佐久市,1月,13,18659,11962,1133,544,25.7,14449,49.1
長野県佐久市,2月,11,16944,11926,2052,1106,28.9,12549,56.0
長野県佐久市,3月,13,24783,17747,285,163,34.1,17110,58.2
長野県佐久市,4月,13,22880,16402,1215,762,33.5,17856,62.4
長野県佐久市,5月,12,20830,16306,907,704,32.4,15656,62.2
長野県佐久市,6月,11,18768,14535,690,461,32.1,14541,61.9
長野県佐久市,7月,14,31503,23352,970,709,42.4,22038,72.9
長野県佐久市,8月,14,35357,26327,1730,1212,47.5,23561,78.0
長野県佐久市,9月,14,27150,20395,756,419,37.7,20316,69.5
長野県佐久市,10月,13,27204,20532,1037,704,39.9,20874,72.1
長野県佐久市,11月,12,23882,17321,722,432,38.4,18601,68.5
長野県佐久市,12月,13,22939,15977,845,573,33.7,17380,60.0
長野県北佐久郡軽井沢町,1月,25,64123,35630,33197,15985,43.1,23431,50.8
長野県北佐久郡軽井沢町,2月,22,69366,42695,25605,12186,48.2,25534,56.4
長野県北佐久郡軽井沢町,3月,20,32479,22262,3711,2503,21.8,13985,30.9
長野県北佐久郡軽井沢町,4月,24,59378,40009,10823,7228,36.0,25175,48.7
長野県北佐久郡軽井沢町,5月,23,52994,38247,6506,4227,35.8,20630,46.7
長野県北佐久郡軽井沢町,6月,24,60274,45135,8590,5109,37.0,26265,51.1
長野県北佐久郡軽井沢町,7月,23,78832,52965,11971,5953,49.2,29965,61.4
長野県北佐久郡軽井沢町,8月,23,91601,59758,6362,3445,58.2,32575,69.1
長野県北佐久郡軽井沢町,9月,23,73313,53346,4814,3085,48.2,28150,61.7
長野県北佐久郡軽井沢町,10月,22,70706,52232,11484,6944,45.0,27492,58.6
長野県北佐久郡軽井沢町,11月,21,62634,46292,12313,6899,42.6,24376,54.8
長野県北佐久郡軽井沢町,12月,22,63615,39632,25749,12147,40.5,25047,53.3
長野県北安曇郡白馬村,1月,26,33490,14651,22860,8154,39.9,13651,57.3
長野県北安曇郡白馬村,2月,30,28894,14022,16423,6019,44.2,12274,66.2
長野県北安曇郡白馬村,3月,40,21254,11354,10970,4364,23.6,9046,35.6
長野県北安曇郡白馬村,4月,41,10647,7215,3550,2004,11.6,5724,22.4
長野県北安曇郡白馬村,5月,28,11359,9474,1385,1167,13.4,5436,22.4
長野県北安曇郡白馬村,6月,27,6911,5441,681,559,8.7,3890,17.5
長野県北安曇郡白馬村,7月,32,17987,12750,651,534,19.4,8702,32.8
長野県北安曇郡白馬村,8月,31,32456,21625,1401,1059,33.1,14057,49.1
長野県北安曇郡白馬村,9月,28,14749,9698,476,418,18.1,7415,32.8
長野県北安曇郡白馬村,10月,31,17171,13823,2707,2373,18.8,9098,34.7
長野県北安曇郡白馬村,11月,41,5412,4346,875,789,5.9,3180,12.3
長野県北安曇郡白馬村,12月,41,18929,10337,12413,6328,20.1,8120,30.6
長野県大町市,4月,12,12576,10506,7063,5910,14.4,6088,24.0
長野県大町市,5月,11,18546,16638,5951,5539,20.1,13576,53.9
長野県大町市,6月,10,10210,9165,3460,3195,13.0,4867,21.9
長野県大町市,7月,12,19377,16139,1887,1498,20.0,7710,29.1
長野県大町市,10月,10,21097,18802,4724,4188,23.6,9105,38.0
長野県大町市,11月,10,11497,9869,3057,2549,14.6,5049,22.7
長野県大町市,12月,10,9015,6166,2938,1886,11.4,2805,12.3
長野県安曇野市,1月,11,33,28,10,5,0.4,13,0.6
長野県安曇野市,2月,11,94,63,30,11,1.4,32,1.7
長野県安曇野市,3月,10,19,19,0,0,0.3,5,0.2
長野県安曇野市,4月,11,155,137,4,4,2.2,60,3.0
長野県安曇野市,5月,10,341,288,3,3,8.0,135,11.2
長野県安曇野市,6月,10,150,126,10,7,3.6,63,5.4
長野県安曇野市,7月,10,320,245,1,1,7.5,110,9.1
長野県安曇野市,10月,10,252,215,15,11,5.9,110,9.1
長野県松本市,1月,55,71721,54566,11834,9419,34.7,49903,54.0
長野県松本市,2月,51,55268,45119,8100,6513,36.6,38361,56.1
長野県松本市,3月,52,71557,58143,11331,9489,37.6,52061,60.5
長野県松本市,4月,56,86217,71251,22277,19373,44.3,61130,71.2
長野県松本市,5月,57,113304,96334,23897,19659,54.4,73964,79.5
長野県松本市,6月,52,98654,81362,15723,12298,48.2,69227,72.2
長野県松本市,7月,56,129639,107615,19303,16176,57.5,84524,80.7
長野県松本市,8月,50,128009,105378,13941,10808,65.4,75059,86.9
長野県松本市,9月,44,123545,103814,16362,13552,61.1,81036,85.5
長野県松本市,10月,51,133310,111718,36801,28949,64.1,86115,87.1
長野県松本市,11月,48,102255,84767,22493,18734,52.7,73290,79.0
長野県松本市,12月,54,85823,73859,14811,12162,39.6,60563,59.8
長野県茅野市,1月,16,19290,10836,467,361,25.2,8427,35.9
長野県茅野市,2月,13,10820,8140,192,141,21.9,5635,35.7
長野県茅野市,3月,15,14981,12084,332,238,21.7,7851,36.0
長野県茅野市,4月,15,17170,13747,1239,1148,25.5,9232,45.9
長野県茅野市,5月,14,18335,15162,850,773,29.8,9616,47.6
長野県茅野市,6月,13,14890,11862,311,271,28.1,8500,50.2
長野県茅野市,7月,13,21169,16018,326,235,40.9,10428,58.0
長野県茅野市,8月,12,22563,16948,186,132,51.1,11213,69.6
長野県茅野市,9月,12,13962,9505,236,154,30.9,7073,50.0
長野県茅野市,10月,14,21744,16222,567,407,35.3,11199,55.5
長野県茅野市,11月,13,16498,13621,441,289,31.1,8755,51.7
長野県茅野市,12月,13,11241,8747,351,253,20.5,6138,35.1
長野県諏訪市,1月,14,16928,15018,838,699,23.2,9207,39.9
長野県諏訪市,2月,13,15123,13313,766,661,23.2,7937,38.5
長野県諏訪市,3月,14,20790,18787,1243,1145,28.5,11570,50.2
長野県諏訪市,4月,14,26225,23186,3242,2964,35.3,17016,67.8
長野県諏訪市,5月,15,30139,25764,2563,2389,39.0,16567,63.3
長野県諏訪市,6月,13,22765,19083,970,872,33.1,11713,54.3
長野県諏訪市,7月,12,23889,20391,1066,940,40.6,12787,70.3
長野県諏訪市,8月,13,36480,33177,807,708,55.4,15155,75.0
長野県諏訪市,9月,14,30618,26512,1029,924,41.8,16956,69.0
長野県諏訪市,10月,11,30681,26903,2246,2123,46.7,17256,74.0
長野県諏訪市,11月,12,28426,25286,1851,1702,44.3,15948,69.9
長野県諏訪市,12月,13,20219,17870,1049,896,28.6,10661,47.3
長野県長野市,1月,37,89762,72558,30779,23072,56.0,63191,71.7
長野県長野市,2月,23,78104,62721,23751,17539,64.3,58201,83.2
長野県長野市,3月,26,78071,65096,15041,11411,54.0,59969,71.3
長野県長野市,4月,29,87148,67443,21171,14386,59.9,65062,78.2
長野県長野市,5月,36,89299,72636,13494,9457,58.1,68026,78.6
長野県長野市,6月,34,68768,56627,7100,4962,51.7,56442,76.8
長野県長野市,7月,28,95931,77419,8435,5368,62.4,75329,84.4
長野県長野市,8月,26,99785,77523,6371,4235,70.4,70045,87.1
長野県長野市,9月,26,89575,73257,9049,6283,62.4,70441,85.8
長野県長野市,10月,23,83837,65305,15984,10735,67.3,62410,89.2
長野県長野市,11月,25,91115,73767,17637,12358,70.2,68997,87.4
長野県長野市,12月,25,88891,69705,25389,17421,66.4,66126,83.3
青森県八戸市,1月,14,22662,16516,829,518,37.9,20031,43.4
青森県八戸市,2月,13,19624,13986,747,438,41.3,16523,45.4
青森県八戸市,3月,12,24246,17502,630,396,51.6,21079,57.2
青森県八戸市,4月,15,39218,28590,3501,2595,57.3,32487,65.1
青森県八戸市,5月,13,34524,22994,1914,1347,58.7,29757,69.0
青森県八戸市,6月,14,36115,26101,1686,967,58.7,31613,71.4
青森県八戸市,7月,17,50548,36072,4910,1976,66.8,42163,75.7
青森県八戸市,8月,15,49355,28249,3211,1927,77.4,39370,83.4
青森県八戸市,9月,17,46692,33429,2478,1414,63.8,40305,74.8
青森県八戸市,10月,15,44916,30464,4593,2723,70.5,38997,82.6
青森県八戸市,11月,17,43872,30338,2607,1931,59.9,35573,66.0
青森県八戸市,12月,15,34211,21399,933,640,54.4,28280,61.0
青森県弘前市,1月,18,38550,31001,2422,1792,38.4,29703,53.1
青森県弘前市,2月,18,42760,34287,3191,2340,47.2,33139,65.6
青森県弘前市,3月,17,37253,29485,1601,1216,40.6,28547,57.8
青森県弘前市,4月,17,48857,40201,4987,3816,55.0,33245,69.6
青森県弘前市,5月,17,48904,39305,2728,2099,53.3,35764,72.5
青森県弘前市,6月,16,44266,35938,1920,1540,52.0,33290,72.9
青森県弘前市,7月,17,47437,38131,2596,1852,51.7,35409,71.7
青森県弘前市,8月,16,56546,46825,2847,2119,65.6,37023,80.0
青森県弘前市,9月,16,45847,37375,2075,1557,54.9,32503,72.6
青森県弘前市,10月,17,55742,44022,6538,4967,60.7,39633,80.3
青森県弘前市,11月,16,44897,35073,4602,3576,52.7,34237,73.0
青森県弘前市,12月,15,34698,27484,2234,1623,42.1,27280,60.2
青森県青森市,1月,26,80884,70762,19211,16839,47.6,58402,64.0
青森県青森市,2月,26,77628,67570,18777,16107,50.6,54404,66.0
青森県青森市,3月,24,64236,55742,8351,6716,40.6,46117,55.2
青森県青森市,4月,27,83213,69258,22225,16203,50.5,55983,64.3
青森県青森市,5月,26,92639,80728,11026,9587,55.4,64986,72.8
青森県青森市,6月,25,75296,64066,8020,6863,50.4,56189,69.0
青森県青森市,7月,23,88019,77033,11527,9788,60.6,63731,81.0
青森県青森市,8月,22,100826,84209,9232,7039,73.8,64009,85.8
青森県青森市,9月,23,85958,69966,10767,8048,60.4,60594,81.5
青森県青森市,10月,24,109335,89594,27838,20678,69.0,73474,85.0
青森県青森市,11月,24,88113,75845,22161,18517,57.3,63410,74.7
青森県青森市,12月,23,71861,62928,14269,12472,48.0,51795,61.9
静岡県下田市,2月,11,13981,11602,1936,1513,26.2,7011,41.1
静岡県下田市,3月,10,18329,15282,1999,1449,29.0,8519,42.9
静岡県下田市,4月,10,8195,6536,1866,1467,16.7,4046,28.3
静岡県下田市,5月,12,15987,12932,4017,3021,23.5,7173,35.1
静岡県下田市,6月,10,11415,9205,4517,3404,20.1,5638,36.3
静岡県下田市,7月,11,22719,15234,5427,3206,38.4,9067,48.0
静岡県下田市,9月,10,17267,12598,3483,2689,28.9,8174,43.8
静岡県下田市,11月,10,12949,10939,1658,1064,21.7,6222,33.3
静岡県下田市,12月,10,12818,10678,669,484,20.8,6018,31.2
静岡県伊東市,1月,92,88353,73523,4692,3876,26.8,37376,47.6
静岡県伊東市,2月,87,84782,74641,6323,4958,31.6,37251,58.2
静岡県伊東市,3月,83,107583,90620,8044,6742,38.1,42463,61.9
静岡県伊東市,4月,80,82269,71240,11181,9267,29.7,37402,54.9
静岡県伊東市,5月,68,73972,61887,7204,5650,27.9,32785,52.0
静岡県伊東市,6月,66,61285,54646,6076,5113,22.3,28416,45.4
静岡県伊東市,7月,79,89683,77277,10207,7698,30.5,36563,52.8
静岡県伊東市,8月,79,130359,111408,8052,6576,45.4,44756,66.3
静岡県伊東市,9月,78,73911,64270,5567,4654,26.0,32693,48.8
静岡県伊東市,10月,77,86071,72415,8998,6904,28.5,38909,52.1
静岡県伊東市,11月,78,90794,77452,7693,6374,34.3,39253,59.6
静岡県伊東市,12月,79,99826,84002,4601,3615,32.4,41870,55.2
静岡県伊豆市,1月,19,24404,20647,1867,1745,31.4,9605,39.0
静岡県伊豆市,2月,17,21813,20179,1895,1648,36.5,9135,47.8
静岡県伊豆市,3月,17,27086,25573,1565,1419,44.7,11145,56.1
静岡県伊豆市,4月,22,24726,22467,2910,2446,31.2,10722,42.8
静岡県伊豆市,5月,19,20755,19111,2015,1686,31.0,9196,41.0
静岡県伊豆市,6月,20,14441,13600,1070,772,25.6,6770,35.6
静岡県伊豆市,7月,19,19338,17662,641,546,31.6,8310,42.9
静岡県伊豆市,8月,18,24354,22211,1078,990,42.1,9588,54.4
静岡県伊豆市,9月,22,19615,17832,1134,838,28.0,8840,40.4
静岡県伊豆市,10月,19,22618,20316,1915,1385,29.4,10600,43.7
静岡県伊豆市,11月,17,24139,22413,2068,1757,36.9,10889,52.4
静岡県伊豆市,12月,19,24875,22805,1688,1497,35.8,10899,49.6
静岡県富士宮市,1月,10,11753,9523,1641,1303,25.9,6730,33.0
静岡県富士宮市,2月,10,11588,9375,1511,1064,28.3,6029,32.7
静岡県富士宮市,4月,10,13944,8195,1787,1202,33.6,7740,41.3
静岡県富士宮市,6月,10,12779,8449,1151,757,30.8,6315,33.7
静岡県富士宮市,11月,10,15696,12369,2244,1428,37.6,9919,47.4
静岡県富士宮市,12月,11,17235,13810,2338,1795,34.9,9563,42.3
静岡県御殿場市,1月,21,62989,53326,13741,11232,51.9,36007,60.9
静岡県御殿場市,2月,19,50694,42008,10174,8258,55.7,32983,67.8
静岡県御殿場市,3月,20,71411,60166,13964,12323,61.6,42973,70.0
静岡県御殿場市,4月,18,55975,47088,13096,10962,59.3,38430,75.4
静岡県御殿場市,5月,19,59979,50525,13285,11686,56.3,41143,72.4
静岡県御殿場市,6月,18,50992,41786,9262,7616,52.4,30979,63.2
静岡県御殿場市,7月,18,61384,50446,12411,10854,58.6,35688,68.0
静岡県御殿場市,8月,17,59106,53160,7343,6057,65.1,33525,73.9
静岡県御殿場市,9月,18,46093,37231,7503,5054,52.0,31118,67.0
静岡県御殿場市,10月,19,69945,60410,14826,12771,62.8,44192,73.8
静岡県御殿場市,11月,19,64209,52101,13056,10364,66.6,38423,76.0
静岡県御殿場市,12月,19,63023,48976,12727,10096,62.5,36861,70.0
静岡県掛川市,1月,13,23593,19330,1074,1032,36.4,15853,55.0
静岡県掛川市,2月,13,28989,22987,952,904,49.6,17979,69.1
静岡県掛川市,3月,12,37036,31620,1110,966,52.2,24296,75.2
静岡県掛川市,4月,13,30044,21917,850,714,47.9,19248,69.1
静岡県掛川市,5月,13,26350,22677,1000,906,40.7,17043,59.2
静岡県掛川市,6月,13,24725,19697,908,839,36.7,17751,59.3
静岡県掛川市,7月,12,28075,22666,1137,926,45.6,18472,68.8
静岡県掛川市,8月,13,39040,30911,926,798,60.3,22136,76.9
静岡県掛川市,9月,13,27946,21758,1358,1114,44.6,18809,67.5
静岡県掛川市,10月,13,26933,21894,1168,1007,41.6,19094,66.3
静岡県掛川市,11月,11,28793,24381,851,729,47.4,19784,72.4
静岡県掛川市,12月,12,28920,23920,293,186,45.4,19458,68.2
静岡県沼津市,1月,14,28520,22838,1526,966,38.0,20970,56.5
静岡県沼津市,2月,13,28374,21837,2356,1660,42.9,20919,63.5
静岡県沼津市,3月,10,27526,21903,2337,1516,47.9,19049,66.4
静岡県沼津市,4月,12,27541,21653,3080,2372,44.3,19987,63.2
静岡県沼津市,5月,11,24230,18925,1995,1298,41.3,16941,58.3
静岡県沼津市,6月,10,15538,11027,1675,1246,36.6,11232,50.4
静岡県沼津市,7月,10,20197,15406,1263,874,41.5,14246,55.6
静岡県沼津市,8月,11,32825,24084,1716,1115,55.9,20478,66.9
静岡県沼津市,9月,12,25236,19365,1558,1164,42.3,17848,60.8
静岡県沼津市,10月,11,23648,19561,1699,1157,42.1,17098,60.5
静岡県沼津市,11月,10,24480,19524,2056,1494,48.3,17106,66.8
静岡県沼津市,12月,11,25658,19870,1639,1063,45.7,17752,62.8
静岡県浜松市,1月,41,110833,89321,12772,11552,38.3,79908,60.2
静岡県浜松市,2月,42,114395,92826,11243,9207,42.2,77511,64.5
静岡県浜松市,3月,42,151952,125924,15100,12740,50.1,93461,70.4
静岡県浜松市,4月,44,135462,111330,21442,19334,46.1,92786,68.8
静岡県浜松市,5月,44,143996,118646,16966,14720,46.8,91632,68.0
静岡県浜松市,6月,41,105658,85158,17907,16040,36.7,73432,58.9
静岡県浜松市,7月,41,128885,108318,18683,16333,45.3,84862,68.9
静岡県浜松市,8月,40,147014,123824,17586,16145,52.2,84052,69.6
静岡県浜松市,9月,40,102526,83837,9036,8260,41.5,71779,66.2
静岡県浜松市,10月,44,139362,116700,17127,14002,44.4,94404,67.7
静岡県浜松市,11月,43,141455,117918,14775,11569,47.2,92193,69.7
静岡県浜松市,12月,45,127093,103254,10807,8316,40.1,83267,58.0
静岡県焼津市,1月,10,21503,16190,475,360,37.7,15543,66.9
静岡県熱海市,1月,58,141886,112798,7063,5690,37.5,59602,63.1
静岡県熱海市,2月,55,125680,102627,7617,5457,42.2,54378,72.2
静岡県熱海市,3月,51,141551,117625,7047,4793,45.5,55585,73.0
静岡県熱海市,4月,56,137574,116075,7971,6810,39.1,60403,65.1
静岡県熱海市,5月,52,138163,109796,5834,4825,38.1,60589,66.0
静岡県熱海市,6月,52,93058,77834,4349,3980,33.5,40371,56.0
静岡県熱海市,7月,56,148277,124722,6744,5642,38.3,58974,60.1
静岡県熱海市,8月,53,195909,164303,8646,7472,56.0,70843,77.9
静岡県熱海市,9月,53,138354,120072,5383,4967,40.9,60113,68.5
静岡県熱海市,10月,54,157413,138106,11298,8706,40.7,68446,69.6
静岡県熱海市,11月,52,157209,135322,8106,6382,45.8,66181,74.6
静岡県熱海市,12月,53,144252,113010,6121,5183,44.4,60697,69.9
静岡県賀茂郡東伊豆町,1月,14,24845,21809,2581,2075,35.0,10071,55.0
静岡県賀茂郡東伊豆町,2月,13,26069,23172,4150,2917,43.3,9912,63.9
静岡県賀茂郡東伊豆町,3月,13,27144,24317,3220,2544,46.8,10527,66.8
静岡県賀茂郡東伊豆町,4月,16,22881,20241,5171,4048,26.4,10409,47.6
静岡県賀茂郡東伊豆町,5月,17,28875,25448,7386,5856,27.4,12539,48.8
静岡県賀茂郡東伊豆町,6月,12,18779,15814,5963,4520,36.0,8126,57.1
静岡県賀茂郡東伊豆町,7月,16,33757,29542,6140,4744,31.1,14265,54.3
静岡県賀茂郡東伊豆町,8月,15,40680,34551,5251,4134,53.0,13010,67.9
静岡県賀茂郡東伊豆町,9月,14,25169,21396,4309,3437,34.9,9892,55.5
静岡県賀茂郡東伊豆町,10月,16,33350,29455,5672,4251,25.6,15670,52.0
静岡県賀茂郡東伊豆町,11月,12,27389,24973,2692,2197,38.4,11693,64.6
静岡県賀茂郡東伊豆町,12月,15,33480,30241,1989,1597,31.1,13440,50.8
静岡県静岡市,1月,39,93000,79372,8756,6900,47.9,69803,64.4
静岡県静岡市,2月,35,79303,63532,8470,6343,49.9,62575,71.8
静岡県静岡市,3月,35,85316,67781,9167,6740,50.3,64447,70.2
静岡県静岡市,4月,25,74130,59453,10093,7088,55.6,59857,75.9
静岡県静岡市,5月,28,88094,74268,11180,8516,56.6,67397,73.6
静岡県静岡市,6月,27,70172,58316,8859,6801,47.1,61415,70.3
静岡県静岡市,7月,29,84691,70959,8988,6877,52.5,68240,71.8
静岡県静岡市,8月,29,95218,79662,9074,7029,60.9,71005,77.8
静岡県静岡市,9月,30,87082,73013,10981,8594,55.2,70103,75.0
静岡県静岡市,10月,29,97667,82037,15919,11616,57.3,81016,81.2
静岡県静岡市,11月,27,92825,75885,13256,9271,60.0,74705,81.4
静岡県静岡市,12月,29,96785,76664,12740,8766,59.5,76616,79.8
香川県高松市,1月,39,93008,67638,31935,19593,45.9,61220,62.6
香川県高松市,2月,35,83950,63073,26575,16798,50.7,56597,70.3
香川県高松市,3月,34,92640,74274,27345,19092,50.5,58995,68.0
香川県高松市,4月,39,101883,75162,41113,26496,51.2,67731,69.7
香川県高松市,5月,41,120293,91259,44664,29468,54.3,79103,73.3
香川県高松市,6月,41,87039,65641,27857,18722,46.1,58579,66.1
香川県高松市,7月,37,89351,68665,22212,14661,46.0,61936,67.8
香川県高松市,8月,32,104529,79857,26333,17057,62.2,64773,78.1
香川県高松市,9月,34,85579,63217,25623,15996,48.7,56337,70.3
香川県高松市,10月,36,117920,89685,47077,32404,59.3,77343,81.6
香川県高松市,11月,35,111857,85620,40313,28331,58.7,73241,80.4
香川県高松市,12月,38,103504,83695,29039,21791,49.9,70116,70.8
高知県高知市,1月,34,85237,65512,4485,3632,42.5,66491,60.4
高知県高知市,2月,31,85821,64430,4872,2720,52.3,68240,74.8
高知県高知市,3月,28,90903,71429,5792,4433,57.4,65935,76.8
高知県高知市,4月,34,100962,82063,7034,5282,52.3,74595,70.9
高知県高知市,5月,32,93765,78600,4886,3656,54.4,69420,73.0
高知県高知市,6月,30,72003,57210,3099,2527,42.2,57645,64.4
高知県高知市,7月,33,85849,70665,4145,3054,48.8,64832,66.3
高知県高知市,8月,30,96806,76371,2368,1788,60.5,62961,73.6
高知県高知市,9月,33,88532,75004,3734,3056,51.5,67196,70.6
高知県高知市,10月,32,103167,82289,5963,4637,54.4,79104,77.1
高知県高知市,11月,29,98423,80972,6415,5286,59.0,75022,82.4
高知県高知市,12月,32,80608,66448,4383,3636,46.3,62319,64.6
鳥取県東伯郡三朝町,4月,10,13924,12749,1106,967,25.3,6561,50.4
鳥取県東伯郡三朝町,5月,10,13703,12487,860,785,24.1,7771,57.8
鳥取県東伯郡三朝町,6月,10,12650,10820,649,553,23.0,6724,51.6
鳥取県東伯郡三朝町,7月,10,14774,13443,725,619,25.9,7054,52.4
鳥取県東伯郡三朝町,8月,10,20520,18417,723,631,36.0,8195,60.9
鳥取県東伯郡三朝町,9月,10,14493,13309,582,529,26.3,7313,56.2
鳥取県東伯郡三朝町,10月,10,18804,16848,1295,1127,33.0,8945,66.5
鳥取県東伯郡三朝町,11月,10,20458,18903,1039,875,37.1,8471,65.1
鳥取県東伯郡三朝町,12月,10,18218,15491,1071,958,32.0,8404,62.5
鳥取県米子市,1月,24,43168,39317,3662,3010,32.3,25481,49.5
鳥取県米子市,2月,18,31734,29406,1886,1519,32.9,20140,54.5
鳥取県米子市,3月,20,47748,43186,2419,1994,43.0,27390,66.4
鳥取県米子市,4月,19,43711,38694,3455,2994,41.3,28607,66.8
鳥取県米子市,5月,22,52031,45805,8797,7934,41.7,30005,67.0
鳥取県米子市,6月,22,45124,37310,3848,3244,37.4,27846,64.3
鳥取県米子市,7月,20,55897,49992,4450,3280,47.3,29887,69.9
鳥取県米子市,8月,19,63755,56708,3761,3053,57.8,28470,69.7
鳥取県米子市,9月,16,36229,33187,2946,2164,38.0,23135,63.9
鳥取県米子市,10月,20,56035,49933,4102,3516,46.0,35342,76.7
鳥取県米子市,11月,20,65869,60072,4017,3334,55.6,38624,83.9
鳥取県米子市,12月,21,56969,47476,4311,3711,45.6,33842,69.3
鳥取県鳥取市,1月,16,28125,23765,2898,2396,48.6,20342,50.4
鳥取県鳥取市,2月,14,23259,18482,2308,1931,52.4,16544,54.4
鳥取県鳥取市,3月,13,27511,23053,2699,2252,62.9,19152,65.7
鳥取県鳥取市,4月,14,37685,29825,4384,3740,70.0,26159,68.4
鳥取県鳥取市,5月,13,33374,26776,3187,2450,74.8,21982,71.3
鳥取県鳥取市,6月,14,29029,22132,3663,3232,61.1,20875,64.1
鳥取県鳥取市,7月,13,29871,24057,4112,3821,68.6,19493,65.2
鳥取県鳥取市,8月,11,31105,25936,3034,2770,83.8,20071,80.6
鳥取県鳥取市,9月,13,28127,22088,2963,2271,66.8,19663,68.0
鳥取県鳥取市,10月,11,31740,24639,3968,3183,79.8,21542,75.2
鳥取県鳥取市,11月,10,23674,21547,2170,1911,79.2,16269,77.1
鳥取県鳥取市,12月,12,22851,16623,3905,2519,60.5,12719,47.7
鹿児島県奄美市,1月,12,20413,13382,133,87,52.2,17245,65.4
鹿児島県奄美市,2月,11,23257,14482,84,44,69.7,19202,83.1
鹿児島県奄美市,3月,11,25658,16738,112,47,69.4,19768,77.3
鹿児島県奄美市,4月,12,22089,14547,196,103,58.4,17207,67.4
鹿児島県奄美市,5月,12,21754,14603,264,139,55.6,16846,63.9
鹿児島県奄美市,6月,12,22049,14786,160,67,58.3,17359,68.0
鹿児島県奄美市,7月,12,27644,17674,137,69,70.7,20331,77.1
鹿児島県奄美市,8月,11,22005,15066,85,54,71.4,14121,70.6
鹿児島県奄美市,9月,12,24722,16420,392,164,65.4,18316,71.7
鹿児島県奄美市,10月,11,19913,13472,236,96,54.9,16246,67.6
鹿児島県奄美市,11月,12,22965,14909,283,150,60.7,17938,70.3
鹿児島県奄美市,12月,11,20305,13091,120,64,52.1,16011,60.8
鹿児島県指宿市,1月,11,28659,23392,3260,2388,34.2,13485,46.2
鹿児島県指宿市,2月,12,26803,22642,2093,1710,34.4,12963,48.6
鹿児島県指宿市,3月,12,35217,31071,2345,2259,40.8,15031,50.9
鹿児島県指宿市,4月,12,28988,26403,1801,1629,34.7,13335,46.6
鹿児島県指宿市,5月,12,31207,26919,1289,1208,36.2,14771,50.0
鹿児島県指宿市,6月,11,17860,15808,1087,964,25.0,8906,41.5
鹿児島県指宿市,7月,11,16476,14760,678,547,22.3,7467,33.7
鹿児島県指宿市,8月,11,26305,22977,507,475,35.6,10111,45.6
鹿児島県指宿市,9月,11,17538,15518,712,663,24.5,8190,38.2
鹿児島県指宿市,10月,11,25735,23473,1337,1253,34.8,12165,54.9
鹿児島県指宿市,11月,10,30390,26956,2000,1837,44.0,13960,68.0
鹿児島県指宿市,12月,11,24764,22934,1791,1694,33.5,11954,53.9
鹿児島県熊毛郡屋久島町,1月,10,415,215,15,11,10.4,377,20.6
鹿児島県熊毛郡屋久島町,4月,10,1117,629,211,112,37.6,857,53.9
鹿児島県薩摩川内市,1月,12,14770,10195,655,318,32.0,12314,50.5
鹿児島県薩摩川内市,2月,13,17055,10631,1460,407,41.8,14287,64.2
鹿児島県薩摩川内市,3月,13,17634,10967,3043,1257,36.9,13637,59.9
鹿児島県薩摩川内市,4月,14,15733,10750,2173,981,32.0,12442,50.3
鹿児島県薩摩川内市,5月,14,17040,12946,1266,591,35.2,13513,61.1
鹿児島県薩摩川内市,6月,13,10453,8000,367,178,24.0,9016,44.7
鹿児島県薩摩川内市,7月,13,12072,9125,108,52,26.7,9910,45.8
鹿児島県薩摩川内市,8月,13,16279,11687,348,163,36.0,12401,57.3
